session,barIx,companyId,longTerm,shortTerm,longTermUncertainty,shortTermUncertainty
4824,49,1,-4,-8,4,1
4825,4,0,-5,-6,3,2
4825,6,1,-4,-7,4,2
4825,6,2,-6,-8,5,2
4825,11,1,0,-1,7,6
4825,14,2,6,3,3,4
4825,15,3,1,1,6,5
4825,16,1,5,4,2,1
4825,20,0,6,5,2,1
4825,26,0,6,5,2,1
4825,28,0,-4,-5,3,1
4825,34,0,-3,-4,5,3
4825,37,1,-6,-4,6,4
4825,40,2,-3,-4,5,3
4826,3,0,7,8,2,1
4826,24,0,3,1,6,5
4826,41,0,5,6,2,1
4826,41,0,-5,-6,4,2
4826,44,1,-6,-7,3,2
4826,45,1,2,0,4,3
4826,47,2,2,1,8,7
4827,0,0,0,0,2,2
4827,6,0,-6,-7,3,2
4827,26,1,6,7,2,1
4827,32,1,4,2,5,3
4827,38,1,1,0,4,2
4827,43,0,5,3,4,3
4827,48,1,1,0,2,2
4828,2,0,-4,-5,4,2
4828,4,1,3,4,3,1
4828,5,1,-6,-7,3,1
4828,9,2,5,3,6,4
4828,13,1,6,5,2,1
4828,23,3,7,5,2,1
4828,24,0,-5,-6,4,2
4828,27,1,4,3,3,2
4828,28,3,3,1,5,3
4828,29,2,4,2,6,4
4828,30,0,4,2,5,3
4828,46,3,0,-2,8,4
4828,49,2,6,5,2,1
4829,7,0,6,7,3,1
4829,10,1,2,1,7,4
4829,11,0,1,1,5,3
4829,15,2,0,0,4,2
4829,19,3,3,-1,4,2
4829,20,0,7,6,2,1
4829,20,1,3,1,6,3
4829,23,2,5,3,4,2
4829,24,2,-3,-5,5,2
4829,26,2,-4,-3,6,3
4829,31,2,6,4,2,1
4829,32,2,0,0,1,1
4829,33,3,1,1,5,3
4829,34,3,5,3,5,3
4829,39,1,7,7,2,1
4830,2,0,-3,-4,4,2
4830,4,1,2,1,5,3
4830,8,0,3,1,5,3
4830,10,1,5,4,3,2
4830,21,1,6,7,3,2
4830,29,2,1,0,6,4
4830,29,3,7,8,2,1
4830,32,2,1,0,7,5
4830,35,2,6,8,3,1
4831,18,0,-4,-5,4,2
4831,22,1,4,5,2,1
4831,26,1,7,6,2,1
4831,26,2,7,7,2,1
4831,32,0,1,0,8,5
4831,32,1,6,7,3,1
4831,33,3,6,6,3,2
4831,44,0,8,8,2,1
4832,0,0,3,1,4,5
4832,7,0,6,7,2,1
4832,11,1,0,0,2,2
4832,12,2,-4,-7,3,1
4832,32,3,-3,-2,6,4
4832,32,0,2,3,2,1
4832,34,2,4,5,3,1
4832,39,2,6,5,3,2
4832,46,3,4,2,3,3
4833,11,0,1,0,4,2
4833,12,1,-4,-3,6,3
4833,13,2,-5,-6,3,1
4833,14,2,5,6,3,1
4833,15,0,-3,-4,4,2
4833,16,1,0,0,1,1
4833,18,0,1,0,8,6
4833,19,0,6,5,2,1
4833,25,3,0,0,3,2
4833,28,3,-2,-3,3,1
4833,36,0,1,0,3,2
4833,40,3,-3,-4,4,2
4833,41,2,-6,-5,3,1
4833,42,2,0,0,5,3
4834,0,0,5,3,4,2
4834,2,1,6,7,3,1
4834,3,2,2,1,7,5
4834,11,1,2,1,7,5
4834,12,2,4,5,2,1
4834,23,2,1,0,6,4
4834,25,3,1,0,6,4
4834,28,2,-4,-3,5,3
4834,32,3,-4,-6,4,2
4834,34,0,1,0,7,5
4834,44,1,2,0,6,4
4835,8,0,4,5,2,1
4835,12,0,3,-1,4,3
4835,17,1,-3,-6,5,2
4835,20,1,5,4,3,2
4835,21,1,1,1,6,4
4836,18,0,5,3,5,3
4836,43,1,2,1,2,1
4836,47,0,-4,-7,4,1
4836,49,2,0,0,1,1
4837,0,0,-2,-5,5,1
4837,7,1,4,2,4,3
4837,8,1,2,1,3,2
4837,15,2,0,0,8,6
4837,15,2,4,5,2,1
4837,16,1,0,0,8,6
4837,21,0,-3,-4,6,3
4837,31,3,6,7,1,1
4837,32,3,5,3,2,2
4837,33,1,0,0,2,2
4838,8,0,0,0,2,2
4838,24,1,-4,-6,3,1
4838,31,2,-5,-4,2,1
4838,35,0,8,6,1,1
4838,38,3,-3,-7,4,2
4838,45,0,-5,-3,6,3
4838,49,1,-4,-7,4,2
4839,32,0,-4,-5,3,1
4839,45,1,-3,-6,5,2
4839,46,2,6,5,2,1
4840,7,0,-4,-3,3,2
4840,12,1,1,1,2,1
4840,20,1,2,1,6,4
4840,20,2,2,1,3,2
4840,23,2,-4,-3,5,3
4840,24,0,-2,-3,4,2
4840,30,3,-3,-4,6,3
4840,31,0,0,0,5,2
4840,47,2,4,5,2,1
4841,1,0,-4,-7,4,1
4841,7,0,6,3,3,2
4841,12,1,-2,-3,6,4
4841,12,1,7,5,2,1
4841,13,1,1,2,5,3
4841,13,2,-3,-5,5,2
4841,23,0,2,0,6,4
4841,33,1,0,0,3,2
4841,38,2,1,-1,7,5
4841,49,1,3,1,4,2
4842,5,0,-6,-7,4,2
4842,6,0,4,5,3,1
4842,7,0,2,0,6,5
4842,9,1,-3,-8,5,2
4842,15,0,0,0,8,8
4842,17,0,0,0,2,2
4842,25,2,6,7,3,1
4842,28,1,1,0,7,5
4842,28,1,1,0,4,3
4842,29,2,4,2,5,4
4842,44,3,0,0,9,9
4842,48,1,3,1,7,5
4843,1,0,-4,-5,4,2
4843,2,0,-5,-7,3,1
4843,8,1,3,5,2,1
4843,10,0,6,5,2,1
4843,16,1,4,1,5,3
4843,19,2,3,2,4,2
4843,21,3,5,4,2,1
4843,30,0,-4,-3,3,2
4843,32,0,5,6,2,1
4843,41,2,6,5,2,1
4843,44,0,1,0,5,3
4843,46,0,0,1,8,6
4843,48,2,-4,-3,4,2
4844,8,0,-2,-1,6,4
4844,9,1,5,6,2,1
4844,27,0,6,5,2,1
4844,29,1,3,2,5,3
4844,31,1,3,2,6,3
4844,32,1,7,6,2,1
4844,38,2,-3,-5,6,3
4844,46,3,0,0,9,8
4844,49,2,8,7,1,1
4845,0,0,1,0,4,2
4845,6,1,-4,-3,6,3
4845,6,0,1,0,3,2
4845,11,2,3,-1,4,3
4845,14,3,5,6,2,1
4845,16,2,2,1,3,2
4845,23,3,-5,-4,3,2
4845,32,0,-3,-2,3,2
4845,34,0,1,1,4,3
4845,35,1,6,5,2,1
4845,39,3,0,0,7,5
4845,40,2,-6,-7,3,1
4845,42,0,3,4,2,1
4846,3,0,6,3,3,2
4846,12,1,7,8,2,1
4846,14,0,2,1,7,5
4846,15,2,-1,-2,6,4
4846,21,0,4,1,5,2
4846,24,2,-4,-6,4,2
4846,25,2,-5,-4,5,3
4846,44,0,4,1,3,2
4846,45,2,1,2,4,2
4847,1,0,-7,-8,3,1
4847,4,1,3,1,4,2
4847,5,2,2,0,6,5
4847,12,1,4,1,5,3
4847,14,1,6,7,2,1
4847,24,1,8,7,1,1
4847,25,3,8,7,1,1
4847,33,0,-5,-6,5,2
4847,46,3,1,1,7,5
4848,0,0,6,7,2,1
4848,22,0,-5,-6,3,1
4848,26,1,3,1,4,2
4848,31,2,-1,-2,7,5
4848,37,3,3,1,4,2
4849,6,0,5,4,3,2
4849,11,1,-4,-5,3,1
4849,12,2,7,6,2,1
4849,23,3,4,2,4,3
4849,28,2,7,6,2,1
4849,35,3,1,0,5,4
4849,44,1,-6,-5,3,1
4849,45,1,3,-1,4,3
4849,46,3,-3,-4,4,2
4849,46,2,4,3,2,1
4849,49,2,0,-1,6,5
4850,2,0,5,6,2,1
4850,7,0,6,5,3,2
4850,10,0,0,0,0,0
4850,15,1,2,1,7,5
4850,24,2,4,6,2,1
4850,38,2,5,6,2,1
4851,4,0,-4,-5,4,2
4851,11,1,-3,-2,7,4
4851,21,1,1,0,5,2
4851,22,1,6,7,2,1
4851,26,1,-5,-4,2,1
4851,26,2,3,1,4,3
4851,44,1,6,7,2,1
4851,46,1,0,0,1,1
4852,5,0,-4,-3,2,1
4852,8,0,-3,-4,4,2
4852,16,0,0,0,8,9
4852,22,1,-5,-6,3,1
4852,25,0,-3,-2,5,3
4852,25,2,4,3,3,2
4852,26,1,-4,-3,4,2
4852,28,0,3,1,4,2
4852,39,3,1,1,6,4
4852,43,0,4,2,5,3
4853,11,0,4,6,2,1
4853,17,0,5,6,2,1
4853,18,1,-5,-6,4,2
4853,28,2,-6,-5,5,3
4853,30,1,4,3,5,3
4853,31,2,6,7,2,1
4853,40,1,8,7,2,1
4853,41,2,6,7,2,1
4853,43,1,3,-1,6,4
4854,0,0,6,7,3,1
4854,6,1,2,1,2,1
4854,6,1,7,8,1,0
4854,12,2,5,7,1,0
4854,13,0,0,0,5,4
4854,20,1,4,5,3,1
4854,40,1,-4,-3,6,3
4855,11,0,-6,-7,3,1
4855,17,1,0,0,8,5
4855,20,2,6,5,2,1
4855,23,3,4,2,4,3
4855,26,1,-4,-3,3,2
4855,26,3,-4,-7,4,1
4855,27,0,-5,-4,3,2
4855,31,0,8,7,1,1
4855,33,1,1,0,6,4
4855,34,2,6,5,3,2
4855,37,3,5,3,4,3
4856,3,0,7,8,2,1
4856,3,1,-8,-7,2,1
4856,15,1,-6,-5,3,2
4856,17,2,0,0,1,1
4856,17,0,-3,-5,4,1
4856,22,2,-3,-5,4,1
4856,22,0,-6,-8,3,1
4856,23,0,-1,-1,6,5
4856,31,2,6,4,3,2
4856,32,2,-5,-6,3,2
4856,36,2,-5,-3,4,3
4856,37,3,4,2,5,3
4856,45,3,-3,-6,6,2
4856,49,3,-4,-4,4,2
4857,20,0,6,7,2,1
4857,27,1,-5,-6,4,2
4857,36,2,-7,-8,3,1
4857,47,3,5,3,4,3
4857,47,3,8,7,1,1
4858,5,0,-4,-3,3,2
4858,22,1,-5,-6,6,3
4858,37,1,7,6,2,1
4858,40,2,4,4,2,1
4858,46,0,5,5,2,1
4859,5,0,0,1,2,2
4859,10,1,2,1,4,2
4859,11,1,6,7,2,1
4859,23,1,5,3,5,3
4859,32,2,-3,-6,3,1
4859,39,3,-4,-3,6,3
4859,43,2,2,3,1,1
4859,46,2,-2,-3,4,2
4860,1,0,-6,-7,2,1
4860,3,1,0,-1,1,1
4860,5,1,2,1,6,4
4860,9,2,7,8,2,1
4860,13,3,1,0,5,3
4860,16,0,-4,-5,3,2
4860,17,0,0,-1,6,4
4860,23,0,-3,-5,4,2
4860,32,1,6,7,2,1
4860,37,3,3,1,3,2
4860,37,3,4,1,4,2
4860,39,0,6,7,2,1
4860,44,2,2,1,6,3
4860,48,0,-5,-4,3,2
4861,3,0,-4,-5,4,2
4861,4,1,5,6,2,1
4861,9,0,4,2,5,3
4861,12,2,6,5,2,1
4861,12,0,3,1,6,4
4861,13,0,-4,-3,5,3
4861,17,3,-4,-5,3,2
4861,25,1,3,3,3,2
4861,30,1,2,-1,4,3
4861,31,2,-3,-3,4,2
4861,33,2,-3,-2,6,4
4861,35,1,0,0,2,2
4861,35,2,0,0,1,1
4861,38,3,-4,-4,3,2
4862,0,0,6,7,2,1
4862,2,1,1,0,5,3
4862,6,2,4,1,4,3
4862,9,1,4,-1,3,2
4862,12,1,6,7,1,1
4862,14,3,-5,-6,3,1
4862,14,1,2,0,6,5
4862,16,3,0,0,8,5
4862,18,0,0,0,1,1
4862,18,3,1,0,5,3
4862,21,1,-7,-6,2,1
4862,24,0,4,2,4,3
4862,32,3,-6,-4,5,3
4862,32,2,-1,-1,6,4
4862,39,3,-5,-4,3,2
4862,42,1,3,0,4,3
4862,43,3,1,0,5,3
4863,7,0,7,8,2,1
4863,10,1,-7,-8,3,1
4863,10,1,5,2,4,3
4863,13,0,-6,-5,3,2
4863,20,2,6,7,2,1
4863,28,0,-5,-7,4,2
4863,38,3,0,0,1,1
4863,39,3,2,1,7,5
4863,45,3,6,5,3,2
4863,45,3,1,0,2,1
4863,49,3,7,7,2,1
4863,49,3,6,7,2,1
4864,2,0,-3,-4,6,3
4864,4,0,3,2,4,2
4864,9,0,0,0,2,1
4864,15,1,7,6,2,1
4864,28,2,3,2,5,3
4864,36,0,1,0,4,2
4864,43,3,1,1,3,2
4865,3,0,0,0,2,2
4865,4,0,-6,-5,3,2
4865,6,1,6,5,2,1
4865,7,2,4,1,4,3
4865,12,0,-5,-6,3,1
4865,14,2,6,5,2,1
4865,20,3,-4,-3,4,2
4865,23,0,-5,-7,4,2
4865,27,1,3,3,2,1
4865,31,1,6,5,2,1
4865,37,3,-4,-3,4,3
4865,37,2,6,5,2,1
4865,39,3,1,0,6,5
4865,45,1,8,7,2,1
4866,1,0,1,1,5,3
4866,11,1,2,0,3,2
4866,14,2,0,0,2,2
4866,14,1,-3,-4,4,2
4866,24,3,0,0,7,6
4866,27,2,0,0,1,1
4866,35,2,1,0,4,2
4866,41,1,-4,-6,3,1
4866,46,2,5,4,2,1
4866,49,3,6,5,2,1
4867,10,0,0,-1,7,5
4867,11,1,0,0,4,3
4867,12,0,0,-1,7,5
4867,13,2,2,0,4,2
4867,20,3,3,1,4,3
4867,21,2,-3,-4,6,3
4867,22,1,5,4,2,1
4867,24,3,-3,-4,4,2
4867,26,1,-5,-6,3,2
4867,28,2,4,3,3,2
4867,35,2,-3,-2,4,3
4867,39,0,-3,-4,3,2
4867,42,2,1,1,5,3
4868,0,0,0,0,2,1
4868,10,1,4,3,3,2
4868,17,1,3,4,2,1
4868,23,0,0,1,5,4
4868,32,1,-4,-5,4,2
4868,36,0,1,0,6,5
4868,37,2,3,2,5,3
4868,39,3,-3,-4,4,2
4868,43,3,4,3,3,2
4868,43,3,5,4,2,1
4869,3,0,4,5,2,1
4869,7,1,5,3,4,2
4869,11,2,1,0,5,3
4869,11,1,7,6,1,1
4869,17,2,-4,-3,3,2
4869,17,0,-3,-5,3,1
4869,23,3,-2,-7,4,1
4869,34,2,1,0,6,4
4869,36,1,2,1,7,5
4869,45,2,2,0,6,4
4870,9,0,4,3,5,3
4870,16,1,5,2,4,2
4870,19,2,6,5,2,1
4870,22,1,1,-2,6,4
4870,25,0,4,2,4,2
4870,37,3,7,6,2,1
4870,43,0,-3,-6,4,2
4870,45,0,4,2,4,2
4870,48,0,3,1,6,3
4871,2,0,6,7,2,1
4871,7,0,5,2,4,5
4871,15,1,-4,-6,5,2
4871,18,2,-5,-3,6,4
4871,21,0,0,0,1,1
4871,21,0,1,1,3,2
4871,33,2,8,6,2,1
4871,35,3,-5,-4,4,3
4871,41,3,-3,-6,4,1
4872,2,0,-4,-6,4,2
4872,10,0,6,4,5,2
4872,11,1,0,0,1,1
4872,17,0,5,6,2,1
4872,20,2,3,1,4,3
4872,32,3,-5,-7,3,1
4872,36,0,3,-1,4,2
4872,45,0,2,1,6,4
4872,45,1,0,0,1,1
4873,0,0,6,7,2,1
4873,15,1,4,2,5,4
4873,16,2,0,0,2,1
4873,17,1,7,6,2,1
4873,22,3,2,1,6,3
4873,22,2,6,7,2,1
4873,26,0,7,4,3,2
4873,30,3,6,7,2,1
4873,30,3,7,6,2,1
4873,33,3,0,0,1,1
4873,39,0,1,1,4,3
4873,39,2,-7,-6,3,1
4873,42,3,-5,-6,3,1
4873,43,3,9,8,1,1
4873,48,1,5,6,2,1
4873,49,1,0,0,1,1
4874,8,0,5,6,2,1
4874,12,1,5,6,2,1
4874,16,1,4,2,4,3
4874,21,2,3,2,5,3
4874,32,1,4,5,2,1
4874,34,3,-4,-5,4,2
4874,43,0,-6,-5,3,1
4874,43,0,-5,-3,6,4
4874,49,1,3,2,4,3
4875,4,0,5,6,3,1
4875,7,1,4,2,4,2
4875,8,2,5,2,4,2
4875,13,1,2,1,5,3
4875,14,0,-5,-4,5,2
4875,15,2,0,0,1,1
4875,15,0,3,-1,4,3
4875,16,1,2,1,6,4
4875,21,2,-4,-5,4,2
4875,23,3,6,5,2,1
4875,24,1,-3,-6,4,2
4875,29,3,-3,-2,4,3
4875,29,1,-4,-5,3,2
4875,39,1,2,1,5,3
4875,46,3,8,7,2,1
4876,9,0,6,7,2,1
4876,49,0,1,0,7,5
4877,1,0,7,8,2,1
4877,2,1,2,1,7,5
4877,10,1,8,5,4,3
4877,11,0,-5,-4,3,2
4877,13,2,6,7,2,1
4877,17,0,5,3,5,4
4877,21,0,6,7,2,1
4877,29,3,0,-2,8,6
4877,47,2,8,9,1,1
4878,4,0,-3,-4,4,2
4878,6,1,4,2,5,3
4878,8,1,1,0,6,3
4878,10,0,-6,-5,2,1
4878,17,2,2,0,5,4
4878,29,3,2,0,5,4
4878,32,1,-4,-5,5,2
4878,34,1,-5,-6,3,1
4878,44,0,6,7,2,1
4878,45,1,4,5,2,1
4878,49,1,3,-1,5,3
4879,0,0,-6,-7,2,1
4879,7,1,3,1,3,2
4879,23,1,2,0,6,5
4879,37,1,-4,-8,4,1
4879,39,2,3,1,3,2
4880,5,0,0,0,2,1
4880,5,0,-4,-5,4,2
4880,6,1,6,5,2,1
4880,6,0,5,6,3,1
4880,9,2,3,1,4,2
4880,15,3,-3,-4,4,2
4880,17,1,2,0,5,3
4880,19,3,0,-1,8,4
4880,23,0,3,1,5,3
4880,26,0,-4,-3,4,2
4880,27,2,8,7,2,1
4880,31,1,2,2,3,1
4880,33,2,4,2,3,2
4880,38,0,-4,-3,4,2
4880,38,3,5,2,6,4
4880,45,1,5,4,3,2
4880,48,3,5,2,6,4
4880,48,1,-4,-5,3,1
4881,3,0,7,8,2,1
4881,3,0,-4,-7,3,1
4881,5,0,3,4,2,1
4881,8,1,2,1,4,3
4881,10,2,-4,-5,4,2
4881,13,0,-4,-5,4,2
4881,16,3,0,-1,7,5
4881,16,3,5,6,2,1
4881,18,1,-4,-5,3,2
4881,29,3,-4,-3,4,2
4881,31,1,-5,-6,3,1
4881,32,1,-5,-6,3,1
4881,40,2,-1,-2,6,5
4882,3,0,5,3,3,2
4882,10,1,1,0,4,2
4882,14,2,7,6,2,1
4882,15,0,4,3,5,3
4882,17,1,4,2,4,3
4882,25,0,2,1,6,4
4882,29,3,0,0,1,1
4882,29,0,-4,-5,5,3
4882,29,2,1,1,3,2
4882,30,3,-5,-4,3,2
4882,39,0,2,1,6,4
4882,43,2,2,0,2,2
4882,46,1,0,-1,5,4
4883,1,0,0,0,1,1
4883,2,0,2,1,6,3
4883,8,1,0,0,4,2
4883,13,1,-4,-3,3,2
4883,19,2,5,6,2,1
4883,24,1,6,4,2,2
4883,28,0,7,6,1,1
4883,32,1,4,3,5,3
4883,39,3,5,5,2,1
4883,40,3,-4,-5,3,2
4883,42,2,2,1,5,3
4884,2,0,-5,-6,3,2
4884,5,1,-6,-4,6,4
4884,8,2,4,2,5,3
4884,9,3,-5,-4,4,2
4884,10,3,-3,-4,4,2
4884,24,0,-2,-3,4,2
4884,24,1,4,2,5,3
4884,27,2,1,0,2,1
4884,27,3,0,0,1,1
4884,32,1,1,0,3,2
4884,36,3,1,0,2,1
4884,38,2,-5,-6,4,2
4884,39,3,-5,-6,3,1
4885,1,0,3,2,7,5
4885,10,0,5,6,3,2
4885,12,0,6,7,2,1
4885,14,1,7,8,2,1
4885,16,2,8,7,2,1
4885,18,0,-5,-6,4,2
4885,29,1,2,1,7,5
4885,33,1,4,-1,4,3
4885,39,2,0,0,1,1
4885,41,1,2,1,6,3
4885,42,1,3,1,3,2
4885,43,1,-3,-4,5,2
4885,48,1,7,8,3,1
4886,10,0,0,0,2,2
4886,10,1,5,6,3,2
4886,15,2,-3,-5,3,1
4886,17,2,2,0,6,5
4886,19,3,-2,-6,4,2
4886,20,0,6,5,2,1
4886,27,3,7,6,2,1
4886,37,2,1,0,4,3
4886,38,0,1,1,5,4
4886,38,1,6,5,2,1
4886,43,3,7,6,2,1
4887,2,0,3,2,7,4
4887,4,0,5,6,2,1
4887,35,1,0,0,1,1
4887,38,0,0,0,6,3
4887,39,0,-3,-4,4,1
4887,42,2,7,7,1,1
4887,43,0,0,0,1,1
4887,47,2,-5,-6,3,1
4887,49,2,-1,-2,5,4
4888,5,0,5,3,4,3
4888,9,1,4,5,3,2
4888,18,1,-3,-5,4,2
4888,18,1,0,0,1,1
4888,22,2,6,7,2,1
4888,24,0,0,0,1,1
4888,29,2,0,0,1,1
4888,39,0,4,2,5,3
4888,40,0,3,1,6,4
4888,45,2,0,0,1,1
4888,45,0,-3,-5,4,2
4889,0,0,7,8,2,1
4889,1,1,-6,-7,3,1
4889,3,0,0,-1,1,1
4889,11,2,2,1,7,6
4889,12,2,-4,-5,4,2
4889,12,0,-5,-3,6,4
4889,18,3,2,1,3,2
4889,24,2,8,8,2,1
4889,24,1,0,-1,7,5
4889,29,3,4,1,3,2
4889,35,3,0,0,1,1
4889,46,2,-4,-5,5,3
4889,47,1,5,6,2,1
4889,48,0,4,2,4,3
4890,5,0,4,2,4,2
4890,44,1,5,6,2,1
4890,44,1,-6,-7,3,1
4891,3,0,1,1,5,3
4891,6,0,6,7,2,1
4891,7,1,5,4,4,3
4891,13,1,3,-2,3,2
4891,20,2,1,1,6,4
4891,28,0,2,2,7,5
4892,5,0,1,0,4,2
4892,7,1,-5,-4,3,2
4892,14,0,-4,-6,4,2
4892,23,0,-3,-5,3,1
4892,23,1,-4,-3,5,3
4892,33,2,2,0,7,5
4892,37,1,0,0,6,4
4893,0,0,6,3,3,2
4893,3,1,-4,-5,2,1
4893,10,1,-5,-7,3,1
4893,18,1,-4,-3,4,2
4893,24,2,2,1,5,3
4893,24,1,2,0,7,5
4893,25,2,-3,-4,6,3
4893,32,3,-4,-7,4,1
4893,35,3,5,4,3,2
4893,40,0,4,6,3,1
4893,41,3,-3,-2,5,3
4893,41,1,-6,-5,4,2
4893,42,3,2,1,5,3
4894,0,0,5,6,2,1
4894,3,1,2,1,6,5
4894,4,2,3,4,2,1
4894,6,3,-3,-4,4,2
4894,8,2,0,0,5,4
4894,16,2,6,5,2,1
4894,18,2,-4,-5,3,1
4894,20,0,-5,-6,3,2
4894,24,1,1,1,5,4
4894,26,1,0,0,3,2
4894,45,3,0,0,2,1
4895,5,0,2,1,6,3
4895,8,1,6,7,3,1
4895,12,1,2,0,5,2
4895,17,2,2,1,6,3
4895,17,2,-5,-6,3,2
4895,17,1,2,0,7,5
4895,17,1,-4,-5,3,2
4895,28,0,2,1,6,3
4895,29,3,0,-3,8,4
4895,36,2,5,6,2,1
4895,38,1,3,1,6,3
4895,38,3,4,3,4,2
4896,0,0,-5,-4,3,2
4896,1,1,0,0,5,4
4896,3,2,-6,-7,4,2
4896,14,0,-4,-5,3,2
4896,23,2,1,1,6,5
4896,26,3,0,-1,7,4
4896,29,0,7,6,2,2
4896,44,1,-6,-7,3,2
4896,44,3,4,3,3,2
4897,2,0,2,4,3,1
4897,7,1,-3,-4,4,2
4897,8,2,1,0,3,2
4897,12,1,3,3,2,1
4897,16,1,2,1,4,3
4897,16,2,5,4,2,1
4897,18,3,-4,-5,3,2
4897,19,0,0,0,1,1
4897,29,0,1,0,5,3
4897,32,2,3,5,3,1
4897,36,0,6,5,2,1
4897,37,1,5,4,2,1
4897,40,0,6,6,2,1
4897,49,3,4,4,2,1
4897,49,1,-5,-4,4,2
4898,0,0,3,1,4,2
4898,1,1,7,6,2,1
4898,18,2,0,0,1,1
4898,23,2,1,0,5,3
4898,25,3,1,0,5,3
4898,31,3,2,0,6,4
4898,40,3,4,2,4,2
4898,45,3,-2,-4,5,2
4898,47,1,6,7,2,1
4898,48,3,-5,-7,4,1
4899,8,0,2,1,5,3
4899,9,0,4,3,6,4
4899,13,1,6,5,2,1
4899,17,2,1,0,4,3
4899,27,2,5,4,2,1
4899,35,3,-2,-4,6,3
4899,44,3,8,6,1,1
4899,48,3,-5,-6,4,2
4900,0,0,0,0,1,1
4900,3,1,1,1,4,3
4900,8,2,7,6,2,1
4900,22,0,-4,-6,4,2
4900,27,0,3,2,5,3
4900,46,0,-7,-8,3,1
4900,47,0,4,2,6,4
4900,48,2,-4,-6,4,2
4901,11,0,2,1,4,2
4901,11,1,6,7,2,1
4901,16,0,1,0,5,3
4901,17,0,3,1,6,3
4901,18,2,6,7,2,1
4901,19,0,8,8,1,1
4901,20,1,1,0,4,3
4901,29,2,7,5,3,2
4901,47,0,-2,-3,7,4
4901,49,2,-2,-3,7,4
4902,5,0,7,8,2,1
4902,8,0,-6,-8,3,1
4902,27,1,7,6,2,1
4902,29,2,7,6,2,1
4902,36,2,1,0,5,2
4902,46,0,-7,-5,3,2
4903,7,0,-4,-5,4,2
4903,9,0,-3,-4,4,2
4903,15,1,-5,-3,5,3
4903,15,1,5,6,2,1
4903,21,2,-2,-2,6,4
4903,23,2,8,7,1,1
4903,30,3,2,1,3,2
4903,36,3,1,0,7,5
4903,46,2,0,-1,1,1
4903,47,1,-4,-6,3,1
4904,3,0,-3,-4,4,2
4904,5,1,5,3,3,2
4904,6,1,6,2,5,4
4904,11,0,3,5,2,1
4904,20,0,-6,-7,3,1
4904,26,2,6,4,2,1
4904,31,1,-4,-3,5,3
4904,40,1,-3,-4,2,1
4904,46,2,1,0,6,4
4904,49,2,5,4,2,1
4905,9,0,-4,-6,4,2
4905,19,1,3,1,5,3
4905,41,1,0,0,2,1
4905,47,2,4,2,4,2
4906,2,0,4,2,3,2
4906,3,0,-4,-6,2,1
4906,11,1,0,0,8,8
4906,11,2,6,7,2,1
4906,21,1,1,0,5,4
4906,23,0,0,0,8,8
4906,26,1,5,6,2,1
4906,30,3,0,0,9,9
4906,36,2,5,6,2,1
4906,36,2,5,6,2,1
4906,37,2,7,8,2,1
4906,38,2,-5,-7,4,2
4906,40,1,4,2,5,4
4906,46,0,2,0,6,3
4906,49,1,-3,-7,4,2
4906,49,2,4,2,3,2
4907,0,0,-4,-6,4,2
4907,13,0,5,6,3,1
4907,16,0,6,4,3,2
4907,21,1,0,1,6,5
4907,25,2,-5,-7,3,1
4907,25,3,2,1,6,3
4907,28,3,4,2,5,3
4907,31,2,4,5,2,1
4907,37,0,6,5,2,1
4907,39,1,0,0,5,5
4907,39,1,-4,-5,4,2
4907,42,2,0,0,5,5
4908,8,0,0,0,1,1
4908,8,0,-4,-5,3,1
4908,10,1,-5,-3,4,2
4908,26,0,5,4,2,1
4908,29,1,-5,-3,4,2
4908,31,0,-4,-6,4,2
4908,32,2,1,0,3,2
4908,38,0,1,0,6,3
4908,40,2,0,0,2,1
4908,49,0,0,0,9,8
4909,3,0,2,1,6,4
4909,6,0,-5,-6,4,2
4909,17,1,1,0,5,3
4909,30,2,1,0,4,2
4909,35,2,5,4,2,1
4909,43,1,7,6,2,1
4909,47,0,-4,-3,5,3
4910,5,0,6,7,2,1
4910,14,1,5,-2,4,3
4910,22,2,3,1,6,5
4910,28,2,6,4,3,2
4910,36,2,2,1,5,4
4910,38,0,8,8,2,1
4910,43,2,7,7,2,1
4910,45,3,3,1,6,5
4911,6,0,3,2,3,2
4911,13,1,4,1,4,3
4911,16,2,1,0,5,4
4911,36,2,1,0,5,4
4911,42,2,2,0,4,3
4911,47,3,-5,-6,3,2
4912,5,0,4,2,4,2
4912,7,1,6,5,2,1
4912,11,0,7,6,2,1
4912,12,2,-3,-7,4,1
4912,14,1,-5,-4,3,2
4912,18,0,1,0,6,3
4912,23,0,-5,-3,3,2
4912,23,2,5,4,2,1
4912,36,2,4,2,5,3
4912,36,3,-4,-2,3,2
4912,36,1,3,1,4,2
4912,39,2,2,1,7,3
4912,39,2,-3,-3,4,2
4912,43,2,8,7,2,1
4912,44,3,5,4,2,1
4912,47,0,6,5,2,1
4913,12,0,6,7,2,1
4913,18,1,3,1,5,6
4913,19,0,-5,-4,4,2
4913,25,2,-3,-5,4,2
4913,28,3,-4,-6,3,2
4913,28,3,8,7,2,1
4913,28,1,4,-1,4,3
4913,32,2,2,4,3,1
4913,33,2,-2,-4,5,3
4913,38,2,5,3,3,2
4913,48,2,2,0,6,7
4914,2,0,-4,-5,4,2
4914,20,1,-6,-7,3,1
4914,27,1,6,5,2,1
4914,33,2,-5,-6,5,2
